original_userId,userId,book_1,book_2,book_3,book_4,book_5,book_6,book_7,book_8,book_9,book_10
1802,480,"The Vampire Lestat (Vampire Chronicles, Book II)",The Da Vinci Code,The Catcher in the Rye,Shopaholic Takes Manhattan (Summer Display Opportunity),Memoirs of a Geisha Uk,SHIPPING NEWS,Little Altars Everywhere: A Novel,The Thorn Birds,The Bean Trees,Angels &amp; Demons
1803,481,Bleachers,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,Fast Food Nation: The Dark Side of the All-American Meal,The Amazing Adventures of Kavalier &amp; Clay,The Girl Who Loved Tom Gordon,Jewel,Chicken Soup for the Soul (Chicken Soup for the Soul),The Testament,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Airframe
1805,482,A Book of One's Own: People and Their Diaries,Heresy : A Catherine LeVendeur Mystery (Catherine LeVendeur),Plato Complete Works,Noah's Garden: Restoring the Ecology of Our Own Back Yards,Big Ice,Jenseits von Eden.,SPACE TIME MEDICINE,Night Riders in Black Folk History,Trouble Man the Life and Deat Gaye,Just Lost (A Golden Look-Look Book)
1807,483,Heat: The Fire Investigators and Their War on Arson and Murder,Les Diaboliques (French Language Edition),Dracula (Scholastic Classics),Martians in Maggody: An Arly Hanks Mystery (Arly Hanks Mysteries (Hardcover)),Microelectronic Circuits (Oxford Series in Electrical Engineering),Granny Dan (Bantam/Doubleday/Delacorte Press Large Print),"East of the Sun, West of the Moon","In Leo's Lair (Zodiac Chillers , No 3)",The Sackett Brand : The Sacketts (Sacketts),Watsons
1812,484,Las Olas (Fabula),William Wegman Puppies,"In My Father's House (Shiloh Legacy, Book 1)",Access Sydney,Motin del Bounty,Truth &amp; Beauty : A Friendship,The City &amp; the Stars,The Firm,"The Two Towers (The Lord of the Rings, Part 2)",Anne Frank: The Diary of a Young Girl
1813,485,A Lesson Before Dying (Vintage Contemporaries (Paperback)),SHIPPING NEWS,Where the Heart Is (Oprah's Book Club (Paperback)),The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,"The Vampire Lestat (Vampire Chronicles, Book II)",Wicked: The Life and Times of the Wicked Witch of the West,Animal Farm,Skipping Christmas,The Bean Trees,The God of Small Things
1827,486,Digital Fortress : A Thriller,The Rescue,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Shopgirl,The Beach House,To Kill a Mockingbird,Memoirs of a Geisha Uk,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,The Witching Hour (Lives of the Mayfair Witches),A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
1829,487,Airframe,Life of Pi,Deception Point,The Street Lawyer,The Pillars of the Earth,Naked,To Kill a Mockingbird,The Da Vinci Code,Anne Frank: The Diary of a Young Girl,Message in a Bottle
1830,488,Hooked but Not Helpless: Ending Your Love Hate Relationship With Nicotine,Arco Teach Yourself the Gmat Cat in 24 Hours (Arcos Teach Yourself in 24 Hours Series),A Book of One's Own: People and Their Diaries,Big Ice,Noah's Garden: Restoring the Ecology of Our Own Back Yards,Motin del Bounty,First Book of Sushi (World Snacks),I Know a Rhino,"The Best 351 Colleges, 2004 Edition",Trouble Man the Life and Deat Gaye
1835,489,From the Corner of His Eye,Animal Farm,A Prayer for Owen Meany,Seabiscuit: An American Legend,One for the Money (Stephanie Plum Novels (Paperback)),Icy Sparks,Wicked: The Life and Times of the Wicked Witch of the West,SHIPPING NEWS,Tis : A Memoir,The No. 1 Ladies' Detective Agency (Today Show Book Club #8)
1838,490,The Best Short Stories of Fyodor Dostoevsky (Modern Library Paperback Classics),Access Sydney,William Wegman Puppies,Big Ice,Loretta Lynn: Coal Miner's Daughter,A Book of One's Own: People and Their Diaries,The Global Me: New Cosmopolitans and the Competitive Edge: Picking Globalism's Winners and Losers,Little Heroes,The Complete Books of Charles Fort,Little Hippo Lift The Flap Book (Where's Teddy) (Play with S.)
1841,491,The Kitchen God's Wife,Isle of Dogs,Little Altars Everywhere: A Novel,The Giver (21st Century Reference),Hannibal,Wicked: The Life and Times of the Wicked Witch of the West,Jewel,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Black and Blue,Naked
1844,492,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Anne Frank: The Diary of a Young Girl,She's Come Undone (Oprah's Book Club),Life of Pi,The Firm,Bridget Jones's Diary,Memoirs of a Geisha Uk,The Rainmaker,Chicken Soup for the Soul (Chicken Soup for the Soul),Along Came a Spider (Alex Cross Novels)
1846,493,The Firm,Digital Fortress : A Thriller,Isle of Dogs,While I Was Gone,Dragonfly in Amber,A Prayer for Owen Meany,Bleachers,Red Dragon,Anne Frank: The Diary of a Young Girl,Where the Heart Is (Oprah's Book Club (Paperback))
1848,494,Arco Teach Yourself the Gmat Cat in 24 Hours (Arcos Teach Yourself in 24 Hours Series),Die Regeln des GlÃ?ÃÂ¼cks.,Silver Scream: A Bed-and-Breakfast Mystery,Motin del Bounty,Trouble Man the Life and Deat Gaye,A Book of One's Own: People and Their Diaries,Jacques le Fataliste,Noah's Garden: Restoring the Ecology of Our Own Back Yards,The Acorn People,The Infotainment Nihilist Presents the Postmodern Sublime
1850,495,Las Olas (Fabula),Journal De Anne Frank,El Senor De Los Anillos/the Lord of the Rings,The VALUE IN THE VALLEY : A BLACK WOMAN'S GUIDE THROUGH LIFE'S DILEMMAS,Trouble Man the Life and Deat Gaye,William Wegman Puppies,The Enchanted Castle (Wordsworth Collection Children's Library),Heresy : A Catherine LeVendeur Mystery (Catherine LeVendeur),A Book of One's Own: People and Their Diaries,Nana
1859,496,While I Was Gone,The Hitchhiker's Guide to the Galaxy,From the Corner of His Eye,The Bean Trees,Neverwhere,The Color of Water: A Black Man's Tribute to His White Mother,"The Vampire Lestat (Vampire Chronicles, Book II)",The Amazing Adventures of Kavalier &amp; Clay,Black and Blue,Good Omens
1863,497,Trouble Man the Life and Deat Gaye,SPACE TIME MEDICINE,Loretta Lynn: Coal Miner's Daughter,A Book of One's Own: People and Their Diaries,The Heretic Kings (The Monarchies of God : Book 2),The Best Short Stories of Fyodor Dostoevsky (Modern Library Paperback Classics),William Wegman Puppies,Plato Complete Works,"Shadowplay (Intrigue, No 130)",Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life
1869,498,A Book of One's Own: People and Their Diaries,Trouble Man the Life and Deat Gaye,Big Ice,SPACE TIME MEDICINE,Heresy : A Catherine LeVendeur Mystery (Catherine LeVendeur),Motin del Bounty,"Metu Neter Vol. 2: Anuk Ausar, The Kamitic Initiation System",Metu Neter Vol. 1: The Great Oracle of Tehuti and the Egyptian System of Spiritual Cultivation,Skye O'Malley,Die wilde Miss vom Ohio und andere ungewÃÂ¶hnliche Geschichten
1878,499,Along Came a Spider (Alex Cross Novels),The God of Small Things,The Firm,"The Vampire Lestat (Vampire Chronicles, Book II)",Roses Are Red (Alex Cross Novels),The No. 1 Ladies' Detective Agency (Today Show Book Club #8),The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,Suzanne's Diary for Nicholas,Life of Pi,Chicken Soup for the Soul (Chicken Soup for the Soul)
